operateur;dsp;thematique;indicateur;mode;groupe_de_lignes;id_line;ligne;trimestre;annee;resultat_indicateurs_en;resultat_indicateurs_en_occurrence;objectif_reference_contrat;penalite
RATP;;Propreté;Propreté des véhicules;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T3;2024;94.5;;99;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs à distance;Tramway;Tramway groupe 1;C01389;Ligne T1;T3;2024;87.5;;-;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs à distance;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T3;2024;78.2;;-;Non
RATP;;Contact voyageurs;Délai de contact à distance;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T3;2024;;-;-;Oui
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01739;Ligne P;T4;2024;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tram-train;;C02529;Ligne T12;T4;2024;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01730;Ligne H;T4;2024;97.5;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;Ligne K;T4;2024;99.1;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01729;Ligne E;T4;2024;92.7;;87.3;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tram-train;;C01999;Ligne T11;T4;2024;91.8;;95;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;Ligne B;T4;2024;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Tram-train;;C01999;Ligne T11;T4;2024;99.6;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01729;Ligne E;T4;2024;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01737;Ligne L;T4;2024;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Tram-train;;C02529;Ligne T12;T4;2024;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01730;Ligne H;T4;2024;98.3;;91;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Tram-train;;C01843;Ligne T4;T4;2024;96.9;;91;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Tram-train;;C01999;Ligne T11;T4;2024;89.1;;91;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01728;Ligne D;T4;2024;96.7;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01737;Ligne L;T4;2024;97.5;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01740;Ligne R;T4;2024;98.7;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01741;Ligne U;T4;2024;97.3;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Tram-train;;C02529;Ligne T12;T4;2024;97.8;;97;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01736;Ligne N;T4;2024;99.7;;97.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Tram-train;;C02344;Ligne T13;T4;2024;99.8;;97.5;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01742;Ligne A;T4;2024;97.5;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;Ligne C;T4;2024;94.4;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01736;Ligne K;T4;2024;100;;93;Non
SNCF;;Propreté;Propreté des gares;RER;;C01728;Ligne D;T4;2024;94.5;;90;Non
SNCF;;Propreté;Propreté des gares;Train;;C01736;Ligne N;T4;2024;97.5;;90;Non
SNCF;;Propreté;Propreté des trains;RER;;C01743;Ligne B;T4;2024;89;;85;Non
SNCF;;Propreté;Propreté des trains;Train;;C01736;Ligne K;T4;2024;96.7;;95;Non
SNCF;;Propreté;Propreté des trains;Train;;C01737;Ligne L;T4;2024;96.3;;94;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01743;Ligne B;T4;2024;88.9;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01729;Ligne E;T4;2024;89;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01727;Ligne C;T4;2024;96.4;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;Ligne J;T4;2024;96.8;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;Ligne K;T4;2024;99.9;;97;Non
SNCF;;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01740;Ligne R;T4;2024;99.8;;97;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01743;Ligne B;T4;2024;97.3;;93;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01730;Ligne H;T4;2024;94.2;;93;Non
SNCF;;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01736;Ligne K;T4;2024;90.4;;93;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01728;Ligne D;T4;2024;97.5;;98;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01736;Ligne N;T4;2024;98.4;;98;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01739;Ligne P;T4;2024;98.5;;98;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01740;Ligne R;T4;2024;96.9;;98;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01743;Ligne B;T4;2024;98.8;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01728;Ligne D;T4;2024;99.1;;97;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01742;Ligne A;T4;2024;-;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01729;Ligne E;T4;2024;-;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01738;Ligne K;T4;2024;-;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Tram-train;;C01999;Ligne T11;T4;2024;-;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;RER;;C01727;Ligne C;T4;2024;96.7;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;Train;;C01740;Ligne R;T4;2024;90.2;;98;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01740;Ligne R;T4;2024;98.3;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01741;Ligne U;T4;2024;94;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Tram-train;;C01999;Ligne T11;T4;2024;97.4;;97;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;Ligne B;T4;2024;100;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01729;Ligne E;T4;2024;100;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01739;Ligne J;T4;2024;100;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01738;Ligne K;T4;2024;-;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01740;Ligne L;T4;2024;100;;98;Non
SNCF;;Elévatique;Délai d'information en cas de pannes des ascenseurs;Train;;C01736;Ligne N;T4;2024;100;;98;Non
SNCF;;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01743;Ligne B;T4;2024;99.6;;98;Non
SNCF;;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01730;Ligne H;T4;2024;98.3;;98;Non
SNCF;;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01741;Ligne U;T4;2024;98.3;;98;Non
SNCF;;Sûreté;Disponibilité des bornes d'alarmes;Tram-train;;C02344;Ligne T13;T4;2024;99.6;;98;Non
SNCF;;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01729;Ligne E;T4;2024;97.5;;97;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Bus;Noctilien;;;T4;2024;93.1;;;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus en site propre;;"Ligne TVM ; 393";T4;2024;98.6;;;Non
RATP;;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus Paris;;;T4;2024;97.5;;;Non
RATP;;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus petite couronne;;;T4;2024;93.8;;;Non
RATP;;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T4;2024;83.8;;;Non
RATP;;Ventes & Validations;Disponibilité des équipements de validations;Bus;Bus en site propre;;"Ligne TVM ; 393";T4;2024;97.1;;;Non
RATP;;Ventes & Validations;Disponibilité des équipements de validations;Bus;Bus Paris;;;T4;2024;96.3;;;Non
RATP;;Propreté;Propreté des véhicules;Bus;Bus Paris;;-;T4;2024;99;;;Non
RATP;;Propreté;Propreté des véhicules;Bus;Noctilien;;-;T4;2024;99.7;;;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus en site propre;;"Ligne TVM ; 393";T4;2024;98.6;;;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs;Bus;Noctilien;;-;T4;2024;99.6;;;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2024;100;;98;
RATP;;Information voyageurs;Information dynamique en situation normale en station et gare;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2024;99.9;;99;
RATP;;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2024;100;;99;
RATP;;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;100;;99;
RATP;;Information voyageurs;Information en cas de travaux;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2024;-;;99;
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2024;95.7;;81;
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;97.4;;82;
RATP;;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2024;84.7;;80.4;
RATP;;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2024;98.2;;97.5;
RATP;;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;98.3;;97.5;
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;"C01373; C01375; C01379";"Ligne 3; 5; 9";T4;2024;98.4;;98.5;
RATP;;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;96.8;;98.5;
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;97.6;;98.5;
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;;0;-;Oui
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro classiques;"C01372; C01374; C01376; C01377; C01378; C01380; C01381; C01382; C01383";"Ligne 2; 4; 6; 7; 8; 10; 11; 12; 13";T4;2024;98.5;;98.9;Non
RATP;;Sûreté;Disponibilité de la vidéoprotection à bord;Métro;Lignes métro automatiques;"C01371; C01384";"Ligne 1; 14";T4;2024;98.9;;99.1;Non
RATP;;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;RER A;T4;2024;99.9;;98;Non
RATP;;Information voyageurs;Information en cas de travaux;RER;;C01742;RER A;T4;2024;;;99;Non
RATP;;Information voyageurs;Information en cas de grève;RER;;C01742;RER A;T4;2024;;;95;Oui
RATP;;Propreté;Propreté des stations et gares;RER;;C01743;RER B;T4;2024;94.9;;91;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs en station et en gare;RER;;C01743;RER B;T4;2024;98.8;;99;Non
RATP;;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01743;RER B;T4;2024;98.4;;99;Non
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;RER;;C01742;RER A;T4;2024;;;-;Oui
RATP;;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;RER;;C01743;RER B;T4;2024;;;-;Oui
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;RER;;C01742;RER A;T4;2024;98.5;;98.5;Non
RATP;;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;RER;;C01743;RER B;T4;2024;99;;98.5;Non
RATP;;Information voyageurs;Information statique en situation normale aux points d'arrêt;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2024;97.1;;99.5;Non
RATP;;Information voyageurs;Information en cas de travaux;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T4;2024;-;;98.5;Non
RATP;;Information voyageurs;Information en cas de grève;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T4;2024;;-;-;Oui
RATP;;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2024;100;;75;Non
RATP;;Propreté;Propreté des véhicules;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2024;100;;99;Non
RATP;;Contact voyageurs;Qualité du contact voyageurs à distance;Tramway;Tramway groupe 3;"C01684; C01794; C01774; C01795";"Ligne T5; T6; T7; T8";T4;2024;87.2;;-;Non
RATP;;Contact voyageurs;Sécurité, confort de conduite;Tramway;Tramway groupe 2;"C01390; C01391; C01679";"Ligne T2; T3a; T3b";T4;2024;100;;99;Oui
RATP;;Sûreté;Disponibilité des bornes d'appel voyageurs;Tramway;Tramway groupe 1;C01389;Ligne T1;T4;2024;98.4;;98.5;Non
KEOLIS;22;Propreté;Propreté des stations des lignes de tramway;Tramway;;C02317;T9;T1;2023;90.8;;92;Non
KEOLIS;22;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C02317;T9;T1;2023;;;96;Non
KEOLIS;22;Information voyageurs;Information en situation perturbée prévue (à bord et en station);Tramway;;C02317;T9;T1;2023;100;;97;Non
KEOLIS;22;Ventes et Validations;Disponibilité des appareils de validation (à bord);Tramway;;C02317;T9;T1;2023;99.4;;97.5;Non
KEOLIS;22;Information voyageurs;Information théorique en situation normale à bord;Tramway;;C02317;T9;T3;2023;98.6;;97;Non
KEOLIS;22;Propreté;Propreté des véhicules du tramway;Tramway;;C02317;T9;T3;2023;97.5;;92;Non
KEOLIS;22;Information voyageurs;Information théorique en situation normale aux points d'arrêt;Tramway;;C02317;T9;T3;2023;96.7;;97;Non
KEOLIS;22;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C02317;T9;T3;2023;;;96;Non
KEOLIS;22;Propreté;Propreté des stations des lignes de tramway;Tramway;;C02317;T9;T4;2023;87.5;;92;Non
KEOLIS;22;Information voyageurs;Information théorique en situation normale aux points d'arrêt;Tramway;;C02317;T9;T4;2023;97.5;;97;Non
KEOLIS;22;Propreté;Propreté des véhicules du tramway;Tramway;;C02317;T9;T2;2024;98.1;;92;Non
KEOLIS;22;Sûreté;Disponibilité de la vidéoprotection en station;Tramway;;C02317;T9;T3;2024;96.7;;96;Non
KEOLIS;22;Ventes et Validations;Disponibilité des automates de distribution;Tramway;;C02317;T9;T3;2024;91.3;;97.5;Non
KEOLIS;22;Propreté;Propreté des véhicules du tramway;Tramway;;C02317;T9;T3;2024;99.3;;92;Non
KEOLIS;22;Information voyageurs;Information dynamique en situation normale à bord;Tramway;;C02317;T9;T4;2024;94.2;;96;Non
RATP CAP;37;Sûreté;Disponibilité de la vidéoprotection en station;Tramway;;C02528;T10;T1;2024;100;;96;Non
RATP CAP;37;Information voyageurs;Information dynamique en situation normale à bord;Tramway;;C02528;T10;T1;2024;97.4;;96;Non
RATP CAP;37;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C02528;T10;T1;2024;100;;96;Non
RATP CAP;37;Ventes et Validations;Disponibilité des appareils de validation (à bord);Tramway;;C02528;T10;T1;2024;99.9;;97.5;Non
RATP CAP;37;Information voyageurs;Information théorique en situation normale aux points d'arrêt;Tramway;;C02528;T10;T2;2024;98.3;;97;Non
RATP CAP;37;Ventes et Validations;Disponibilité des automates de distribution;Tramway;;C02528;T10;T2;2024;99.7;;97.5;Non
RATP CAP;37;Propreté;Propreté des véhicules du tramway;Tramway;;C02528;T10;T3;2024;98.9;;92;Non
RATP CAP;37;Information voyageurs;Information théorique en situation normale aux points d'arrêt;Tramway;;C02528;T10;T3;2024;100;;97;Non
RATP CAP;37;Sûreté;Disponibilité de la vidéoprotection à bord;Tramway;;C02528;T10;T3;2024;100;;96;Non
RATP CAP;37;Ventes et Validations;Disponibilité des appareils de validation (à bord);Tramway;;C02528;T10;T3;2024;100;;97.5;Non
RATP CAP;37;Information voyageurs;Information dynamique en situation normale à bord;Tramway;;C02528;T10;T4;2024;98.5;;96;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale en gare et station;RER;;C01742;RER A;T1;2025;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale en gare et station;Train;;C01738;Ligne K;T1;2025;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale en gare et station;Train;;C01737;Ligne L;T1;2025;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale en gare et station;Train;;C01730;Ligne P;T1;2025;100;;98;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01731;Ligne J;T1;2025;100;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;Ligne P;T1;2025;100;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Tram-train;;C01843;Ligne T4;T1;2025;100;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs statique en situation normale à bord;Tram-train;;C02529;Ligne T12;T1;2025;100;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01728;RER D;T1;2025;97.9;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;Ligne J;T1;2025;97.4;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tram-train;;C02344;Ligne T13;T1;2025;99.9;;98.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01730;Ligne H;T1;2025;100;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01731;Ligne J;T1;2025;93.7;;80.5;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;Ligne L;T1;2025;97.5;;95;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01730;Ligne P;T1;2025;92.3;;84.3;Non
SNCF;;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tram-train;;C02344;Ligne T13;T1;2025;87.5;;95;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;RER B;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01728;RER D;T1;2025;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01731;Ligne J;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;Ligne L;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01736;Ligne N;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01730;Ligne P;T1;2025;99.9;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01731;Ligne R;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01741;Ligne U;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de travaux;Tram-train;;C02344;Ligne T13;T1;2025;100;;99;Non
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01729;RER E;T1;2025;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01731;Ligne R;T1;2025;;0;;Oui
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01743;RER B;T1;2025;99.1;;91;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Tram-train;;C01999;Ligne T11;T1;2025;96;;91;Non
SNCF;;Information voyageurs;Information voyageurs en situation perturbée imprévue;Tram-train;;C02344;Ligne T13;T1;2025;52.3;;91;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01742;RER A;T1;2025;96.5;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01730;Ligne H;T1;2025;96.1;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01741;Ligne U;T1;2025;96.4;;97;Non
SNCF;;Ventes & Validations;Fonctionnement des automates de vente;Tram-train;;C02344;Ligne T13;T1;2025;99;;97;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01743;RER B;T1;2025;99.4;;97.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01737;Ligne L;T1;2025;99.7;;97.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01730;Ligne P;T1;2025;99.7;;97.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Tram-train;;C01843;Ligne T4;T1;2025;98.3;;97.5;Non
SNCF;;Ventes & Validations;Disponibilité des équipements de validation;Tram-train;;C02529;Ligne T12;T1;2025;97.9;;97.5;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01729;RER E;T1;2025;96.2;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01731;Ligne J;T1;2025;97.1;;93;Non
SNCF;;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01730;Ligne P;T1;2025;100;;93;Non
SNCF;;Propreté;Propreté des gares;RER;;C01728;RER D;T1;2025;93.9;;90;Non
SNCF;;Propreté;Propreté des gares;Tram-train;;C01843;Ligne T4;T1;2025;93.4;;90;Non
SNCF;;Propreté;Propreté des trains;RER;;C01728;RER D;T1;2025;86;;90;Non
SNCF;;Propreté;Propreté des trains;Train;;C01731;Ligne J;T1;2025;92.6;;87;Non
SNCF;;Propreté;Propreté des trains;Train;;C01738;Ligne K;T1;2025;96.5;;95;Non
SNCF;;Propreté;Propreté des trains;Train;;C01730;Ligne P;T1;2025;90;;93;Non
SNCF;;Propreté;Propreté des trains;Train;;C01731;Ligne R;T1;2025;91.4;;92.5;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs en gare;RER;;C01728;RER D;T1;2025;89.3;;97;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs en gare;Train;;C01738;Ligne K;T1;2025;81;;97;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;Ligne R;T1;2025;93.8;;97;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs en gare;Tram-train;;C01843;Ligne T4;T1;2025;97.1;;97;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;Ligne J;T1;2025;98.7;;97;Non
SNCF;;Contact Voyageurs;Qualité du contact voyageurs à distance;Train;;C01741;Ligne U;T1;2025;92.3;;97;Non
SNCF;;Contact Voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;RER A;T1;2025;86.7;;93;Non
SNCF;;Contact Voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01731;Ligne J;T1;2025;92.2;;93;Non
SNCF;;Contact Voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;Ligne L;T1;2025;89.2;;93;Non
SNCF;;Contact Voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Tram-train;;C01999;Ligne T11;T1;2025;86.4;;93;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01729;RER E;T1;2025;97.9;;98;Non
SNCF;;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01741;Ligne U;T1;2025;99.2;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;Train;;C01738;Ligne K;T1;2025;92.6;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;Train;;C01736;Ligne N;T1;2025;97.8;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;Tram-train;;C02529;Ligne T12;T1;2025;96.2;;98;Non
SNCF;;Elévatique;Disponibilité des ascenseurs;Tram-train;;C02344;Ligne T13;T1;2025;99.4;;98;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01728;RER D;T1;2025;98.3;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01741;Ligne U;T1;2025;100;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Tram-train;;C01999;Ligne T11;T1;2025;100;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01743;RER B;T1;2025;94.5;;97;Non
SNCF;;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01727;RER C;T1;2025;98.1;;97;Non
